"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.602731375E0,-2.453398132E-1,4.261637878E-1,9.281598816E0,9.294615849E0
1.612752375E0,-2.480342102E-1,4.893324280E-1,9.272318115E0,9.288533276E0
1.622772375E0,-2.577639771E-1,4.797523499E-1,9.288783875E0,9.304735915E0
1.632793375E0,-2.535726929E-1,5.008584595E-1,9.315578156E0,9.332478485E0
1.642813375E0,-2.469863892E-1,5.189707947E-1,9.417067108E0,9.434589863E0
1.652833042E0,-2.526745605E-1,5.287005615E-1,9.470505981E0,9.488616984E0
1.662854042E0,-3.007246399E-1,4.939727783E-1,9.540560303E0,9.558071736E0
1.672874042E0,-3.345542908E-1,4.772076416E-1,9.591604156E0,9.609293627E0
1.682895042E0,-2.704875183E-1,4.090992737E-1,9.574988708E0,9.587540586E0
1.692915042E0,-2.463876343E-1,3.116519165E-1,9.502389679E0,9.510691005E0
1.702936042E0,-2.320175171E-1,2.583627319E-1,9.440418549E0,9.446802941E0
1.712956042E0,-1.987866211E-1,2.008822632E-1,9.362730103E0,9.366994437E0
1.722977042E0,-1.568737793E-1,1.200503540E-1,9.200766907E0,9.202887218E0
1.732997042E0,-1.067280579E-1,2.694396973E-3,9.071136475E0,9.071764717E0
1.743018042E0,-8.457412720E-2,-4.326004028E-2,8.944499817E0,8.945004259E0
1.753038042E0,-7.753875732E-2,-2.499801636E-2,8.830736389E0,8.831112180E0
1.763059042E0,-6.975494385E-2,-2.978805542E-2,8.636889496E0,8.637222542E0
1.773079042E0,-7.619155884E-2,-1.392105103E-2,8.495733032E0,8.496086081E0
1.783099042E0,-2.469863892E-2,4.999603271E-2,8.395441589E0,8.395626785E0
1.793120042E0,1.571731567E-2,2.963836670E-2,8.299042053E0,8.299109860E0
1.803140042E0,-1.047821045E-2,4.340972900E-2,8.165370026E0,8.165492138E0
1.813161042E0,-6.301895142E-2,8.442443848E-2,8.165220337E0,8.165899952E0
1.823181042E0,-7.274871826E-2,4.924758911E-2,8.127498779E0,8.127973555E0
1.833202042E0,-9.445358276E-2,3.772155762E-2,8.046217804E0,8.046860589E0
1.843222042E0,-8.023315430E-2,9.460327148E-2,7.998317413E0,7.999279254E0
1.853243042E0,-1.317260742E-2,1.082249451E-1,7.913892975E0,7.914643907E0
1.863263042E0,4.131408691E-2,1.800755310E-1,7.736661530E0,7.738867209E0
1.873284042E0,6.002517700E-2,2.585124207E-1,7.647447052E0,7.652050582E0
1.883304042E0,8.547225952E-2,2.007325745E-1,7.549251251E0,7.552403162E0
1.893325042E0,1.071771240E-1,6.271957397E-2,7.504494324E0,7.505521683E0
1.903345042E0,6.047424316E-2,-4.236190796E-2,7.289840698E0,7.290214611E0
1.913365042E0,1.257385254E-2,-1.050814819E-1,7.012467499E0,7.013266047E0
1.923386042E0,3.338058472E-2,-3.152444458E-1,6.751560059E0,6.758998191E0
1.933406042E0,3.682342529E-2,-4.323010254E-1,6.479725342E0,6.494234416E0
1.943427042E0,1.257385254E-2,-4.951702881E-1,6.199957123E0,6.219712215E0
1.953447042E0,2.664459229E-2,-4.876858521E-1,5.962700500E0,5.982670364E0
1.963468042E0,2.350112915E-2,-3.909869385E-1,5.524112549E0,5.537981811E0
1.973488042E0,1.987866211E-1,-4.061054993E-1,5.264252930E0,5.283634800E0
1.983509042E0,2.520758057E-1,-4.071533203E-1,4.937781830E0,4.960948038E0
1.993529042E0,2.266287231E-1,-2.163002014E-1,4.394262085E0,4.405415489E0
2.003550042E0,4.897814941E-1,-5.987548828E-3,3.850892029E0,3.881918492E0
2.013570042E0,3.053649902E-1,4.041595459E-2,3.535497894E0,3.548890895E0
2.023590042E0,9.999206543E-2,7.155120850E-2,3.048261108E0,3.050739873E0
2.033611042E0,8.202941895E-2,7.574249268E-2,2.685864716E0,2.688184335E0
2.043631042E0,2.035766602E-1,-2.285746765E-1,2.181713104E0,2.203080096E0
2.053652042E0,1.425036621E-1,-4.909790039E-1,1.624122620E0,1.702686689E0
2.063672042E0,1.990859985E-2,-7.426057434E-1,1.185834045E0,1.399307695E0
2.073693042E0,-1.844165039E-1,-9.529183960E-1,9.000782776E-1,1.323708360E0
2.083713042E0,-2.841091919E-1,-1.093027039E0,2.700384521E-1,1.161183407E0
2.093734042E0,-2.751278687E-1,-7.333250427E-1,-3.995191956E-1,8.792477182E-1
2.103754042E0,-2.727328491E-1,3.240760803E-1,-1.106349335E0,1.184659176E0
2.113775042E0,6.002517700E-2,1.578168182E0,-1.878593445E0,2.454247576E0
2.123795042E0,2.595602417E-1,3.159330139E0,-2.132764893E0,3.820657605E0
2.133816042E0,4.671784973E-1,5.305417328E0,-1.838177490E0,5.634235108E0
2.143836042E0,7.316784668E-1,8.034841461E0,-1.648372192E0,8.234753279E0
2.153857042E0,6.993457031E-1,1.056263489E1,-8.243357849E-1,1.061780908E1
2.163877042E0,4.882846069E-1,1.191582092E1,1.166823578E0,1.198276627E1
2.173897042E0,3.390449524E-1,1.265992355E1,3.645369415E0,1.317866966E1
2.183918042E0,2.110610962E-1,1.410831161E1,7.394922180E0,1.593028178E1
2.193938042E0,1.960922241E-2,1.578347809E1,1.162677200E1,1.960358111E1
2.203959042E0,-3.427871704E-1,1.743214966E1,1.439197174E1,2.260810022E1
2.213979042E0,-5.144801331E-1,1.827399902E1,1.616338806E1,2.440202540E1
2.224000042E0,-1.969903564E-1,2.051633606E1,1.673983932E1,2.647982385E1
2.234020042E0,9.867480469E-1,2.366878052E1,1.737541763E1,2.937839309E1
2.244041042E0,2.499502258E0,2.954151810E1,1.940609482E1,3.543367493E1
2.254061042E0,1.106349335E0,4.470543457E1,2.026890060E1,4.909814885E1
2.264081042E0,1.401535492E0,5.601232178E1,1.945818649E1,5.931243979E1
2.274102042E0,3.407214661E0,4.888070206E1,1.797507065E1,5.219229167E1
2.284122042E0,3.175496521E0,4.337260620E1,1.559082870E1,4.619892517E1
2.294143042E0,3.757037201E0,3.269845322E1,1.054467224E1,3.456145662E1
2.304163042E0,2.905907135E0,2.270224045E1,4.045936432E0,2.324232388E1
2.314184042E0,1.059796143E0,1.639899811E1,-1.137634277E0,1.647253832E1
2.324204042E0,-1.601519623E0,1.137484589E1,-4.319866791E0,1.227245832E1
2.334225042E0,-2.977458344E0,7.471562805E0,-7.410190430E0,1.093619820E1
2.344245042E0,-3.012186127E0,5.164410553E0,-1.098131424E1,1.250334611E1
2.354266042E0,-2.137704620E0,3.414100342E0,-1.485450989E1,1.539098198E1
2.364286042E0,-9.801617432E-1,2.052831116E0,-1.786025940E1,1.800454660E1
2.374306042E0,-3.204835510E-1,8.482859802E-1,-1.845497269E1,1.847723777E1
2.384327042E0,-1.538800049E-1,7.244934082E-2,-1.795471298E1,1.795551855E1
2.394347042E0,-3.959266663E-1,-6.884184265E-1,-1.769724838E1,1.771505795E1
2.404368042E0,-9.689350891E-1,-1.616189117E0,-1.700493805E1,1.710902746E1
2.414388042E0,-1.670675812E0,-2.262095947E0,-1.536419998E1,1.561943907E1
2.424409042E0,-1.944755859E0,-2.340832214E0,-1.376582382E1,1.409820827E1
2.434429042E0,-1.824855194E0,-2.114353180E0,-1.167347488E1,1.200294138E1
2.444450042E0,-1.294508057E0,-1.591340790E0,-9.531578979E0,9.749826381E0
2.454470042E0,-5.071453857E-1,-1.003213806E0,-8.136480103E0,8.213765448E0
2.464491042E0,1.068777466E-1,-4.161346436E-2,-7.446265411E0,7.447148656E0
2.474511042E0,3.177891541E-1,9.686357117E-1,-6.908134460E0,6.982948289E0
2.484531042E0,1.119671631E-1,2.079326019E0,-6.213429108E0,6.553078255E0
2.494552042E0,-1.309776306E-1,3.178340607E0,-5.501210175E0,6.354708297E0
2.504572042E0,-1.351689148E-1,4.652774506E0,-4.853956146E0,6.725137285E0
2.514593042E0,-4.745132446E-2,6.147566071E0,-4.509073334E0,7.624077816E0
2.524613042E0,-3.697311401E-2,7.411986694E0,-4.362378387E0,8.600538295E0
2.534634042E0,5.179229736E-2,8.566984863E0,-4.380640411E0,9.622157892E0
