"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.997776708E0,-1.803000641E0,9.571096802E-1,9.048383789E0,9.275781339E0
3.007795708E0,-1.750310211E0,1.060394897E0,9.177714844E0,9.403109748E0
3.017815708E0,-1.551523590E0,1.240470428E0,9.338779907E0,9.547711898E0
3.027834708E0,-1.444945221E0,1.362466736E0,9.109157410E0,9.323139547E0
3.037853708E0,-1.370849304E0,1.596729584E0,9.153764648E0,9.392559844E0
3.047873708E0,-1.373244324E0,2.023641815E0,9.259145508E0,9.576674877E0
3.057892708E0,-1.337019653E0,2.436183929E0,8.857530670E0,9.283235603E0
3.067911708E0,-1.497785339E0,2.841091919E0,8.529113617E0,9.113777664E0
3.077931708E0,-1.524130554E0,2.978955231E0,8.283324738E0,8.933678801E0
3.087950708E0,-1.682201843E0,2.954106903E0,7.973469086E0,8.667915545E0
3.097969708E0,-1.788929901E0,2.993774414E0,7.835456085E0,8.576556856E0
3.107989708E0,-2.096839600E0,2.874622192E0,7.818391571E0,8.589961339E0
3.118008708E0,-2.396366730E0,2.874771881E0,7.839647369E0,8.687172022E0
3.128027708E0,-2.594404907E0,2.906655579E0,7.865094452E0,8.777203097E0
3.138047708E0,-2.741399231E0,2.901117096E0,7.969128113E0,8.912842029E0
3.148066708E0,-2.890189819E0,3.020269318E0,8.019722900E0,9.043847596E0
3.158086708E0,-2.991828461E0,3.072211304E0,8.050858154E0,9.121723349E0
3.168105708E0,-2.994672546E0,3.092568970E0,8.056845703E0,9.134813035E0
3.178124708E0,-3.023712158E0,3.122955780E0,8.029153290E0,9.130333541E0
3.188144708E0,-3.024759979E0,3.107088776E0,8.006250916E0,9.105120939E0
3.198163708E0,-3.065475311E0,2.983595581E0,8.024662628E0,9.093634684E0
3.208182708E0,-3.137924652E0,2.825673981E0,8.109685822E0,9.143194666E0
3.218202708E0,-3.218457184E0,2.553090820E0,8.238418121E0,9.205882496E0
3.228221708E0,-3.349883881E0,2.200274506E0,8.492140503E0,9.390387651E0
3.238240708E0,-3.602708130E0,1.837279358E0,8.881780243E0,9.759155783E0
3.248260708E0,-3.821253662E0,1.548529816E0,9.304201813E0,1.017684114E1
3.258279708E0,-3.943100281E0,1.315464478E0,9.726473694E0,1.057746553E1
3.268299708E0,-3.896397400E0,1.138083344E0,1.018347336E1,1.096267650E1
3.278318708E0,-3.904630280E0,1.049467621E0,1.059781174E1,1.134288912E1
3.288337708E0,-3.800596619E0,9.392967224E-1,1.094374237E1,1.162292175E1
