"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.085886917E0,4.948709106E-1,-1.744921417E0,9.719887390E0,9.887661951E0
3.095905917E0,4.553530884E-1,-1.754501495E0,9.627379761E0,9.796533213E0
3.105923917E0,4.331991577E-1,-1.728006592E0,9.552685089E0,9.717379313E0
3.115941917E0,4.508624268E-1,-1.679058380E0,9.490564270E0,9.648488179E0
3.125959917E0,4.481680298E-1,-1.634002075E0,9.450747070E0,9.601428933E0
3.135978917E0,4.679269409E-1,-1.617236938E0,9.448352051E0,9.597174970E0
3.145996917E0,4.751119995E-1,-1.647623749E0,9.541009369E0,9.693877202E0
3.156014917E0,4.787045288E-1,-1.664688263E0,9.672136688E0,9.826015121E0
3.166033917E0,4.921765137E-1,-1.666035461E0,9.729617157E0,9.883489359E0
3.176051917E0,4.629872131E-1,-1.682800598E0,9.756112061E0,9.910998817E0
3.186069917E0,4.291575623E-1,-1.734892273E0,9.735155640E0,9.897842328E0
3.196087917E0,4.257147217E-1,-1.781595154E0,9.717192993E0,9.888334237E0
3.206106917E0,4.367916870E-1,-1.794468384E0,9.715696106E0,9.889674139E0
3.216124917E0,4.608915710E-1,-1.785786438E0,9.692045288E0,9.865961489E0
